run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics,btb_lookups,btb_hits,btb_hit_ratio,btb_mispredicted,ras_correct,ras_incorrect,ras_pushes,ras_pops,indirect_lookups,indirect_hits,indirect_misses,squashes_total,corrected_total,committed_directcond,mispredicted_directcond,committed_return,mispredicted_return,committed_callindirect,mispredicted_callindirect,committed_indirectuncond,mispredicted_indirectuncond,dcache_readreq_accesses,dcache_readreq_misses,dcache_writereq_accesses,dcache_writereq_misses,dcache_avg_miss_latency,dcache_mshr_miss_rate,dcache_replacements,dcache_writebacks,icache_avg_miss_latency,icache_mshr_miss_rate,icache_replacements,l2_readshared_accesses,l2_readshared_misses,l2_avg_miss_latency,l2_mshr_miss_rate,l2_replacements,l2_writeback_dirty,dram_avg_mem_acc_lat,dram_bw_total,dram_page_hit_rate,dram_num_reads,idle_cycles,num_syscalls,fetch_num_insts,commit_num_ops,sim_ops,sim_ticks,host_seconds,host_inst_rate
0032_grid_b01_always_taken__c32_hilbert_curve_traversal,0032_grid_b01_always_taken__c32_hilbert_curve_traversal,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,2637934.0,1546569.0,757109.0,26963.0,118954.0,12635.0,552242.0,816.0,1972.0,1912.0,0.000773,1.7057,0.5863,0.035613,0.106218,0.001478,,757109.0,664211.0,0.877299,657.0,2285.0,0.0,3357.0,3353.0,2512.0,2111.0,401.0,246386.0,31472.0,445282.0,26649.0,2285.0,0.0,121.0,28.0,1967.0,111.0,63469.0,7908.0,55485.0,4727.0,65932.682469,0.011517,859.0,143.0,74355.389706,0.001092,214.0,955.0,919.0,75920.502092,0.969574,0.0,143.0,24794.85,158244680.0,87.5,1912.0,46868.0,32.0,4014917.0,2638008.0,2638008.0,773283500.0,7.55,349210.0
0033_grid_b01_always_taken__c33_cache_set_conflict_stress,0033_grid_b01_always_taken__c33_cache_set_conflict_stress,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,260968.0,302295.0,64673.0,857.0,52902.0,12681.0,69058.0,797.0,1976.0,1912.0,0.000151,0.8633,1.1584,0.013251,0.239707,0.011541,,64673.0,42423.0,0.655962,650.0,2288.0,0.0,3408.0,3405.0,2505.0,2123.0,382.0,5626.0,1108.0,49435.0,551.0,2288.0,0.0,123.0,26.0,1965.0,110.0,19401.0,7978.0,33501.0,4703.0,66824.062456,0.025878,859.0,149.0,73702.007528,0.008775,213.0,954.0,915.0,75643.043933,0.967611,0.0,149.0,24507.58,809595956.0,87.81,1912.0,45955.0,32.0,288056.0,261042.0,261042.0,151147000.0,0.99,263827.0
0034_grid_b01_always_taken__c34_variable_length_burst_reuse,0034_grid_b01_always_taken__c34_variable_length_burst_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,411967.0,354082.0,93697.0,3004.0,79795.0,12649.0,86897.0,811.0,1970.0,1909.0,0.000177,1.1635,0.8595,0.032061,0.158519,0.009333,,93697.0,71414.0,0.76218,656.0,2290.0,0.0,3392.0,3388.0,2511.0,2117.0,394.0,10178.0,3270.0,71457.0,2699.0,2290.0,0.0,125.0,26.0,1965.0,109.0,24293.0,7933.0,55502.0,4716.0,66469.360582,0.017094,853.0,147.0,73888.406905,0.006974,215.0,949.0,911.0,75813.776847,0.969036,0.0,147.0,24691.72,690101982.0,87.74,1909.0,47410.0,32.0,467302.0,412041.0,412041.0,177040500.0,1.38,298320.0
0035_grid_b01_always_taken__c35_checkerboard_red_black,0035_grid_b01_always_taken__c35_checkerboard_red_black,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,514143.0,994296.0,92335.0,1228.0,89106.0,12664.0,31859.0,777.0,1970.0,1907.0,0.000497,0.5171,1.9339,0.013299,0.142123,0.024389,,92335.0,70131.0,0.759528,643.0,2284.0,0.0,3388.0,3385.0,2484.0,2117.0,367.0,11214.0,1488.0,71517.0,924.0,2284.0,0.0,120.0,28.0,1967.0,112.0,33621.0,7954.0,55485.0,4710.0,66376.021557,0.015454,866.0,149.0,74460.101673,0.018645,203.0,962.0,921.0,76342.160461,0.96802,0.0,149.0,25216.57,245496558.0,87.15,1907.0,47248.0,32.0,585376.0,514217.0,514217.0,497147500.0,2.3,223965.0
0036_grid_b01_always_taken__c36_im2col_overlapping_patch_gather,0036_grid_b01_always_taken__c36_im2col_overlapping_patch_gather,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,501310.0,326864.0,64677.0,862.0,97087.0,12625.0,77092.0,794.0,1955.0,1888.0,0.000163,1.5337,0.652,0.013328,0.130038,0.010299,,64677.0,42333.0,0.654529,637.0,2294.0,0.0,3393.0,3391.0,2542.0,2138.0,404.0,5527.0,1110.0,49515.0,547.0,2294.0,0.0,129.0,27.0,1969.0,116.0,41568.0,7909.0,55519.0,4716.0,66397.698455,0.014008,849.0,147.0,73678.838791,0.007744,203.0,946.0,907.0,75945.180085,0.965729,0.0,147.0,24873.81,739345657.0,87.29,1888.0,46638.0,32.0,528004.0,501386.0,501386.0,163431000.0,1.4,358618.0
0037_grid_b01_always_taken__c37_double_buffer_epoch_alternation,0037_grid_b01_always_taken__c37_double_buffer_epoch_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,427302.0,345826.0,64823.0,865.0,97165.0,12659.0,30918.0,799.0,1950.0,1884.0,0.000173,1.2356,0.8093,0.013344,0.130284,0.025843,,64823.0,42410.0,0.654243,645.0,2294.0,0.0,3423.0,3421.0,2549.0,2144.0,405.0,5673.0,1115.0,49515.0,550.0,2294.0,0.0,129.0,27.0,1969.0,113.0,41646.0,7943.0,55519.0,4716.0,66414.008926,0.014007,850.0,149.0,75447.43179,0.019083,201.0,947.0,907.0,76551.4862,0.966154,0.0,149.0,25406.18,697323791.0,86.94,1884.0,47213.0,32.0,454535.0,427378.0,427378.0,172912500.0,1.39,307315.0
0038_grid_b01_always_taken__c38_cuckoo_double_hash_probe,0038_grid_b01_always_taken__c38_cuckoo_double_hash_probe,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458952.0,335310.0,86500.0,844.0,96840.0,12668.0,64878.0,784.0,1965.0,1902.0,0.000168,1.3687,0.7306,0.009757,0.130814,0.012084,,86500.0,31403.0,0.36304,643.0,2287.0,0.0,3370.0,3367.0,2480.0,2119.0,361.0,5467.0,1102.0,60425.0,540.0,2287.0,0.0,122.0,27.0,1967.0,111.0,41342.0,7956.0,55498.0,4712.0,66719.879776,0.014137,858.0,148.0,75096.9375,0.009186,203.0,952.0,913.0,76282.334385,0.967939,0.0,148.0,25156.68,726064615.0,87.33,1902.0,47505.0,32.0,485504.0,459026.0,459026.0,167654500.0,1.4,328889.0
0039_grid_b01_always_taken__c39_bounded_random_walk,0039_grid_b01_always_taken__c39_bounded_random_walk,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,634670.0,328092.0,64388.0,858.0,95656.0,12677.0,76157.0,793.0,1978.0,1915.0,0.000164,1.9344,0.5169,0.013325,0.132527,0.010413,,64388.0,42238.0,0.655992,650.0,2282.0,0.0,3432.0,3429.0,2488.0,2119.0,369.0,5437.0,1109.0,49358.0,550.0,2282.0,0.0,117.0,26.0,1964.0,108.0,40188.0,7973.0,55468.0,4704.0,65821.640767,0.014343,861.0,149.0,75940.728878,0.007944,207.0,956.0,916.0,76071.801567,0.96815,0.0,149.0,24984.46,747109796.0,86.95,1915.0,49833.0,32.0,660691.0,634744.0,634744.0,164045500.0,1.61,393533.0
0040_grid_b01_always_taken__c40_causal_attention_triangular,0040_grid_b01_always_taken__c40_causal_attention_triangular,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,525349.0,887604.0,65506.0,878.0,96865.0,12670.0,60839.0,829.0,1986.0,1924.0,0.000444,0.5919,1.6896,0.013403,0.130801,0.013626,,65506.0,43141.0,0.658581,650.0,2289.0,0.0,3398.0,3395.0,2496.0,2121.0,375.0,6318.0,1157.0,49574.0,572.0,2289.0,0.0,125.0,27.0,1965.0,111.0,41364.0,7967.0,55501.0,4703.0,67217.832518,0.014216,866.0,148.0,73884.799759,0.01001,216.0,962.0,924.0,75995.06237,0.968781,0.0,148.0,24858.89,277457377.0,87.37,1924.0,47015.0,32.0,555352.0,525423.0,525423.0,443801500.0,2.24,234712.0
0041_grid_b01_always_taken__c41_skip_list_multilevel_hop,0041_grid_b01_always_taken__c41_skip_list_multilevel_hop,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,585468.0,389327.0,103368.0,873.0,97014.0,12705.0,75956.0,810.0,1973.0,1912.0,0.000195,1.5038,0.665,0.008446,0.13096,0.010664,,103368.0,59050.0,0.57126,654.0,2287.0,0.0,3396.0,3393.0,2524.0,2114.0,410.0,5828.0,1128.0,71428.0,554.0,2287.0,0.0,122.0,27.0,1967.0,113.0,41523.0,7984.0,55491.0,4721.0,65820.341834,0.014132,860.0,148.0,73795.676543,0.007926,213.0,955.0,918.0,75808.3159,0.969083,0.0,148.0,24682.92,628616195.0,87.13,1912.0,46711.0,32.0,613706.0,585542.0,585542.0,194662500.0,1.67,350854.0
0042_grid_b01_always_taken__c42_cache_oblivious_funnel_stride,0042_grid_b01_always_taken__c42_cache_oblivious_funnel_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1299562.0,825073.0,488462.0,17425.0,110001.0,12709.0,141509.0,779.0,1965.0,1904.0,0.000413,1.5751,0.6349,0.035673,0.115535,0.005505,,488462.0,466343.0,0.954717,646.0,2291.0,0.0,3414.0,3410.0,2503.0,2112.0,391.0,135661.0,17692.0,322276.0,17122.0,2291.0,0.0,127.0,29.0,1967.0,110.0,54490.0,7994.0,55511.0,4715.0,66610.664962,0.012473,861.0,147.0,76073.810013,0.004183,201.0,956.0,918.0,76503.939076,0.968957,0.0,147.0,25461.0,295382706.0,87.29,1904.0,47253.0,32.0,1728524.0,1299636.0,1299636.0,412536000.0,3.59,361824.0
0043_grid_b01_always_taken__c43_whole_buffer_rotation,0043_grid_b01_always_taken__c43_whole_buffer_rotation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,486750.0,348632.0,64440.0,849.0,96973.0,12581.0,30110.0,795.0,1970.0,1908.0,0.000174,1.3962,0.7162,0.013175,0.129737,0.026403,,64440.0,42311.0,0.656595,644.0,2284.0,0.0,3409.0,3406.0,2520.0,2107.0,413.0,5458.0,1100.0,49383.0,541.0,2284.0,0.0,119.0,27.0,1964.0,108.0,41492.0,7875.0,55481.0,4706.0,66336.8919,0.014117,858.0,150.0,75616.979874,0.019927,205.0,955.0,916.0,76584.90566,0.968528,0.0,150.0,25485.72,700522902.0,86.95,1908.0,47864.0,32.0,513036.0,486824.0,486824.0,174315500.0,1.49,326629.0
0044_grid_b01_always_taken__c44_naive_gemm_row_col_alternation,0044_grid_b01_always_taken__c44_naive_gemm_row_col_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,514549.0,889324.0,76692.0,872.0,97084.0,12694.0,54236.0,797.0,1976.0,1915.0,0.000445,0.5786,1.7284,0.01137,0.130753,0.014695,,76692.0,32380.0,0.422208,640.0,2292.0,0.0,3441.0,3438.0,2520.0,2135.0,385.0,6441.0,1125.0,60621.0,565.0,2292.0,0.0,128.0,27.0,1969.0,112.0,41571.0,7982.0,55513.0,4712.0,66089.486372,0.014111,859.0,144.0,76186.948557,0.011155,210.0,956.0,917.0,76112.793734,0.96913,0.0,144.0,25032.38,275625391.0,86.79,1915.0,49263.0,32.0,544081.0,514625.0,514625.0,444661500.0,2.23,230812.0
0045_grid_b01_always_taken__c45_read_hot_write_cold_split,0045_grid_b01_always_taken__c45_read_hot_write_cold_split,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,490978.0,342776.0,88241.0,869.0,97053.0,12583.0,74845.0,806.0,1957.0,1895.0,0.000171,1.4324,0.6981,0.009848,0.129651,0.010769,,88241.0,64000.0,0.725286,649.0,2288.0,0.0,3390.0,3388.0,2528.0,2118.0,410.0,5593.0,1116.0,71434.0,559.0,2288.0,0.0,123.0,26.0,1965.0,108.0,41554.0,7880.0,55499.0,4703.0,66974.881825,0.014075,855.0,148.0,73980.766749,0.007896,201.0,951.0,914.0,76960.949868,0.968319,0.0,148.0,25819.92,707636205.0,86.7,1895.0,46606.0,32.0,518128.0,491052.0,491052.0,171387500.0,1.44,341275.0
0046_grid_b01_always_taken__c46_cantor_gap_sparse,0046_grid_b01_always_taken__c46_cantor_gap_sparse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,967914.0,589008.0,309087.0,7009.0,117824.0,12594.0,196556.0,797.0,1968.0,1910.0,0.000295,1.6433,0.6085,0.022676,0.106888,0.004055,,309087.0,238081.0,0.770272,653.0,2279.0,0.0,3447.0,3442.0,2496.0,2114.0,382.0,65317.0,7374.0,212082.0,6705.0,2279.0,0.0,115.0,26.0,1962.0,107.0,62360.0,7897.0,55464.0,4697.0,66432.5027,0.011585,854.0,145.0,76277.91468,0.003063,206.0,951.0,915.0,75697.643979,0.970528,0.0,145.0,24613.74,415071468.0,87.28,1910.0,48987.0,32.0,1254949.0,967988.0,967988.0,294503500.0,3.02,319984.0
0047_grid_b01_always_taken__c47_false_sharing_line_cycle,0047_grid_b01_always_taken__c47_false_sharing_line_cycle,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,414909.0,348650.0,64538.0,856.0,97042.0,12588.0,30126.0,797.0,1970.0,1908.0,0.000174,1.19,0.8403,0.013264,0.129717,0.026456,,64538.0,42327.0,0.655846,646.0,2287.0,0.0,3426.0,3423.0,2541.0,2116.0,425.0,5507.0,1105.0,49422.0,548.0,2287.0,0.0,122.0,26.0,1965.0,109.0,41547.0,7882.0,55495.0,4706.0,66601.679139,0.014107,858.0,151.0,74835.632371,0.019916,205.0,954.0,915.0,76369.234801,0.968528,0.0,151.0,25269.79,700486736.0,86.9,1908.0,47961.0,32.0,441251.0,414983.0,414983.0,174324500.0,1.41,295194.0
0048_grid_b01_always_taken__c48_exponential_backoff_probe,0048_grid_b01_always_taken__c48_exponential_backoff_probe,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,559556.0,328632.0,89839.0,872.0,97094.0,12646.0,75138.0,801.0,1961.0,1899.0,0.000164,1.7027,0.5873,0.009706,0.130245,0.01066,,89839.0,45523.0,0.506718,652.0,2288.0,0.0,3413.0,3411.0,2536.0,2125.0,411.0,5647.0,1133.0,71434.0,565.0,2288.0,0.0,123.0,26.0,1965.0,108.0,41600.0,7935.0,55494.0,4711.0,66574.247746,0.014059,854.0,146.0,78386.390762,0.007932,200.0,951.0,914.0,77252.501316,0.968383,0.0,146.0,26108.21,739650246.0,86.52,1899.0,48179.0,32.0,587032.0,559630.0,559630.0,164315500.0,1.74,321767.0
0049_grid_b01_always_taken__c49_binary_heap_parent_child,0049_grid_b01_always_taken__c49_binary_heap_parent_child,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,662098.0,742268.0,269070.0,18365.0,140919.0,12680.0,292877.0,781.0,1963.0,1903.0,0.000371,0.892,1.1211,0.068254,0.089981,0.002667,,269070.0,246651.0,0.91668,652.0,2286.0,0.0,3632.0,3628.0,2564.0,2121.0,443.0,122735.0,19372.0,108067.0,18058.0,2286.0,0.0,122.0,26.0,1965.0,109.0,85430.0,7974.0,55489.0,4706.0,66117.739984,0.009715,858.0,146.0,73607.553137,0.002025,202.0,955.0,916.0,75588.281661,0.969435,0.0,146.0,24537.18,328162238.0,87.28,1903.0,47191.0,32.0,1204589.0,662172.0,662172.0,371133500.0,3.09,214444.0
0050_grid_b01_always_taken__c50_streaming_with_periodic_flush,0050_grid_b01_always_taken__c50_streaming_with_periodic_flush,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,427206.0,349274.0,84784.0,879.0,97120.0,12620.0,70268.0,805.0,1965.0,1902.0,0.000175,1.2231,0.8176,0.010368,0.129942,0.011456,,84784.0,42449.0,0.500672,648.0,2292.0,0.0,3458.0,3455.0,2553.0,2121.0,432.0,5669.0,1132.0,69488.0,566.0,2292.0,0.0,127.0,27.0,1967.0,111.0,41609.0,7922.0,55511.0,4698.0,66150.589382,0.014034,852.0,149.0,74150.309317,0.008553,207.0,949.0,910.0,76007.886435,0.967939,0.0,149.0,24904.97,697036416.0,86.49,1902.0,48480.0,32.0,454580.0,427280.0,427280.0,174636500.0,1.48,288774.0
0051_grid_b02_always_not_taken__c01_sequential_unit_stride,0051_grid_b02_always_not_taken__c01_sequential_unit_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,389116.0,346470.0,64623.0,852.0,97117.0,12617.0,33031.0,796.0,1957.0,1889.0,0.000173,1.1231,0.8904,0.013184,0.129915,0.024099,,64623.0,42405.0,0.656191,640.0,2289.0,0.0,3387.0,3385.0,2528.0,2126.0,402.0,5548.0,1102.0,49457.0,542.0,2289.0,0.0,124.0,27.0,1967.0,111.0,41606.0,7903.0,55511.0,4714.0,66250.688833,0.013993,848.0,150.0,75228.012563,0.018074,204.0,944.0,905.0,76533.086289,0.965253,0.0,150.0,25456.72,697876860.0,87.35,1889.0,46654.0,32.0,415881.0,389190.0,389190.0,173234000.0,1.41,276297.0
0052_grid_b02_always_not_taken__c02_sequential_wraparound_large,0052_grid_b02_always_not_taken__c02_sequential_wraparound_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,389383.0,347798.0,64687.0,858.0,97081.0,12647.0,33060.0,796.0,1956.0,1888.0,0.000174,1.1196,0.8932,0.013264,0.130273,0.024077,,64687.0,42441.0,0.656098,640.0,2294.0,0.0,3382.0,3380.0,2542.0,2141.0,401.0,5530.0,1109.0,49522.0,545.0,2294.0,0.0,129.0,27.0,1969.0,113.0,41555.0,7927.0,55526.0,4720.0,66119.430853,0.01403,851.0,148.0,75067.836683,0.018028,203.0,948.0,909.0,76408.633475,0.965235,0.0,148.0,25334.75,694844104.0,87.39,1888.0,46618.0,32.0,416093.0,389459.0,389459.0,173898000.0,1.48,263102.0
0053_grid_b02_always_not_taken__c03_fixed_stride_small,0053_grid_b02_always_not_taken__c03_fixed_stride_small,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,392926.0,308782.0,64566.0,856.0,97033.0,12625.0,30177.0,799.0,1965.0,1902.0,0.000154,1.2725,0.7859,0.013258,0.13011,0.026477,,64566.0,42381.0,0.656398,643.0,2285.0,0.0,3415.0,3413.0,2536.0,2117.0,419.0,5551.0,1107.0,49409.0,544.0,2285.0,0.0,120.0,27.0,1967.0,111.0,41538.0,7916.0,55495.0,4709.0,66406.648475,0.014036,851.0,151.0,73258.446809,0.019949,206.0,946.0,908.0,75661.934805,0.967939,0.0,151.0,24561.78,788442294.0,86.8,1902.0,47879.0,32.0,419623.0,393000.0,393000.0,154390500.0,1.45,271341.0
0054_grid_b02_always_not_taken__c04_fixed_stride_large,0054_grid_b02_always_not_taken__c04_fixed_stride_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,392926.0,344302.0,64549.0,857.0,96945.0,12627.0,31196.0,780.0,1955.0,1895.0,0.000172,1.1412,0.8763,0.013277,0.130249,0.025003,,64549.0,42491.0,0.658275,638.0,2285.0,0.0,3380.0,3377.0,2501.0,2116.0,385.0,5535.0,1107.0,49409.0,550.0,2285.0,0.0,120.0,28.0,1967.0,110.0,41450.0,7926.0,55495.0,4701.0,67018.804308,0.014049,851.0,151.0,75433.973077,0.018977,201.0,946.0,907.0,76598.416887,0.969309,0.0,151.0,25543.93,704499842.0,86.65,1895.0,48199.0,32.0,419713.0,393000.0,393000.0,172150500.0,1.38,285484.0
0055_grid_b02_always_not_taken__c05_random_small_working_set,0055_grid_b02_always_not_taken__c05_random_small_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,437207.0,323485.0,64698.0,856.0,96964.0,12592.0,76004.0,809.0,1968.0,1907.0,0.000162,1.3516,0.7399,0.013231,0.129863,0.010644,,64698.0,42482.0,0.65662,644.0,2291.0,0.0,3396.0,3393.0,2536.0,2130.0,406.0,5599.0,1114.0,49479.0,552.0,2291.0,0.0,126.0,25.0,1965.0,109.0,41447.0,7887.0,55517.0,4705.0,66451.472284,0.014098,856.0,148.0,73405.436341,0.007894,209.0,953.0,915.0,75656.790771,0.969004,0.0,148.0,24542.21,754586794.0,87.52,1907.0,47161.0,32.0,464389.0,437281.0,437281.0,161741500.0,1.4,312374.0
0056_grid_b02_always_not_taken__c06_random_full_working_set,0056_grid_b02_always_not_taken__c06_random_full_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,437145.0,323287.0,64591.0,860.0,96907.0,12680.0,75937.0,809.0,1969.0,1907.0,0.000162,1.3522,0.7395,0.013315,0.130847,0.010654,,64591.0,42454.0,0.657274,649.0,2290.0,0.0,3377.0,3374.0,2531.0,2122.0,409.0,5509.0,1120.0,49465.0,556.0,2290.0,0.0,125.0,25.0,1965.0,109.0,41394.0,7970.0,55513.0,4710.0,66431.028312,0.014117,858.0,149.0,73621.134734,0.007901,209.0,953.0,915.0,76150.760357,0.968512,0.0,149.0,25034.87,755048951.0,87.47,1907.0,47167.0,32.0,464046.0,437219.0,437219.0,161642500.0,1.46,300385.0
0057_grid_b02_always_not_taken__c07_matrix_row_major,0057_grid_b02_always_not_taken__c07_matrix_row_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,481076.0,887906.0,65542.0,883.0,97028.0,12653.0,70219.0,809.0,1965.0,1902.0,0.000444,0.5418,1.8457,0.013472,0.130406,0.011521,,65542.0,43349.0,0.661393,646.0,2282.0,0.0,3424.0,3420.0,2530.0,2112.0,418.0,6453.0,1151.0,49495.0,574.0,2282.0,0.0,118.0,28.0,1964.0,110.0,41548.0,7941.0,55480.0,4712.0,66129.411049,0.014078,855.0,150.0,75245.981459,0.008516,205.0,951.0,912.0,76030.494217,0.967939,0.0,150.0,24930.34,274191496.0,86.7,1902.0,48355.0,32.0,510630.0,481150.0,481150.0,443952500.0,2.19,219489.0
0058_grid_b02_always_not_taken__c08_matrix_col_major,0058_grid_b02_always_not_taken__c08_matrix_col_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,481076.0,887918.0,65529.0,883.0,97023.0,12653.0,74228.0,808.0,1965.0,1902.0,0.000444,0.5418,1.8457,0.013475,0.130412,0.010885,,65529.0,43359.0,0.661677,646.0,2282.0,0.0,3407.0,3403.0,2530.0,2113.0,417.0,6440.0,1147.0,49495.0,574.0,2282.0,0.0,118.0,28.0,1964.0,110.0,41543.0,7941.0,55480.0,4712.0,66129.371532,0.014079,855.0,150.0,75318.686881,0.008056,205.0,951.0,912.0,76044.164038,0.967939,0.0,150.0,24944.4,274187790.0,86.7,1902.0,48380.0,32.0,510549.0,481150.0,481150.0,443958500.0,2.15,224235.0
0059_grid_b02_always_not_taken__c09_matrix_tiled_blocked,0059_grid_b02_always_not_taken__c09_matrix_tiled_blocked,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,725316.0,887514.0,109590.0,871.0,97019.0,12610.0,77075.0,790.0,1956.0,1892.0,0.000444,0.8172,1.2236,0.007948,0.129975,0.01025,,109590.0,43330.0,0.395383,651.0,2286.0,0.0,3373.0,3371.0,2521.0,2115.0,406.0,6428.0,1130.0,93549.0,559.0,2286.0,0.0,122.0,28.0,1967.0,112.0,41525.0,7885.0,55494.0,4725.0,66197.02157,0.013997,847.0,144.0,74251.262025,0.007759,205.0,943.0,906.0,76441.860465,0.96728,0.0,144.0,25363.24,272870677.0,87.26,1892.0,46749.0,32.0,754965.0,725390.0,725390.0,443756000.0,2.58,280721.0
0060_grid_b02_always_not_taken__c10_pointer_chase_linked_list,0060_grid_b02_always_not_taken__c10_pointer_chase_linked_list,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,477011.0,397574.0,72952.0,858.0,139582.0,17093.0,34896.0,811.0,2583.0,2151.0,0.000199,1.1998,0.8335,0.011761,0.122458,0.02324,,72952.0,50690.0,0.69484,647.0,2297.0,0.0,3397.0,3395.0,2517.0,2118.0,399.0,5579.0,1106.0,57729.0,546.0,2297.0,0.0,127.0,27.0,1967.0,109.0,71756.0,8293.0,67826.0,8800.0,66685.71579,0.014243,1477.0,610.0,74741.057953,0.017079,202.0,1309.0,911.0,76015.806602,0.832753,0.0,610.0,24909.81,692521876.0,87.91,2151.0,48074.0,32.0,504286.0,477085.0,477085.0,198786500.0,1.99,239304.0
0061_grid_b02_always_not_taken__c11_sliding_window,0061_grid_b02_always_not_taken__c11_sliding_window,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,522668.0,330102.0,64328.0,850.0,96920.0,12667.0,36149.0,792.0,1976.0,1915.0,0.000165,1.5834,0.6316,0.013214,0.130695,0.021909,,64328.0,42305.0,0.657645,644.0,2281.0,0.0,3417.0,3414.0,2480.0,2110.0,370.0,5391.0,1101.0,49349.0,544.0,2281.0,0.0,116.0,26.0,1962.0,108.0,41447.0,7966.0,55473.0,4701.0,66541.599353,0.014135,860.0,150.0,76650.25,0.016736,208.0,954.0,916.0,76847.519582,0.96913,0.0,150.0,25766.58,742560610.0,86.79,1915.0,50060.0,32.0,548805.0,522742.0,522742.0,165050500.0,1.5,347439.0
0062_grid_b02_always_not_taken__c12_prime_stride_anti_alias,0062_grid_b02_always_not_taken__c12_prime_stride_anti_alias,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,393166.0,303754.0,64640.0,855.0,97006.0,12632.0,31214.0,777.0,1953.0,1893.0,0.000152,1.2944,0.7726,0.013227,0.130219,0.024893,,64640.0,42513.0,0.657689,636.0,2290.0,0.0,3392.0,3389.0,2515.0,2120.0,395.0,5551.0,1105.0,49469.0,549.0,2290.0,0.0,125.0,28.0,1967.0,110.0,41491.0,7931.0,55515.0,4701.0,67045.158486,0.01404,851.0,151.0,74724.580438,0.018902,199.0,946.0,907.0,76431.325938,0.969278,0.0,151.0,25378.5,797700763.0,87.11,1893.0,47598.0,32.0,420001.0,393240.0,393240.0,151876500.0,1.29,305276.0
